text,split,source
I picked next year's musical already...Electro City. Obvious choice.,train,iSarcasmEval
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,train,iSarcasmEval
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,train,iSarcasmEval
Why are toddlers allowed in public spaces,train,iSarcasmEval
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,train,iSarcasmEval
wait what the fuck that solo yolo is mad?,train,iSarcasmEval
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,train,iSarcasmEval
Maybe if I watched suits in year 12 I’d be studying law rn,train,iSarcasmEval
"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",train,iSarcasmEval
Ahhh I get to listen to a cement mixer all day. Awesome.,train,iSarcasmEval
You know the one thing I really wish I could see? I want a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent. It'd be a fun watch.,train,iSarcasmEval
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",train,iSarcasmEval
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,train,iSarcasmEval
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,train,iSarcasmEval
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,train,iSarcasmEval
yo @claires do yall do hysterectomies?,train,iSarcasmEval
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,train,iSarcasmEval
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,train,iSarcasmEval
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,train,iSarcasmEval
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",train,iSarcasmEval
So the Scottish Government want people to get their booster shots so badly that the website doesn't even work,test,iSarcasmEval
"Sometimes I lay in bed and think about how today will be the day I make my life better. Exercise, drinking water, eating healthy. Then I wake up.",test,iSarcasmEval
"Max Verstappen is such a clean driver, he never makes dirty moves when racing.",test,iSarcasmEval
Boris looked so statesman-like in that public address,test,iSarcasmEval
"Wow the Prime Minister is so good at the telling the truth, yet again he just can't stop telling the truth about Brexit!",test,iSarcasmEval
I’m soo excited to cook a three course Christmas dinner for my whole family this year!,test,iSarcasmEval
It makes me feel a lot safer knowing the MET Police don't investigate crimes after they happen.,test,iSarcasmEval
my life is great lmaooooo.,test,iSarcasmEval
Thoughts and prayers will actually work this time. Trust me,test,iSarcasmEval
"if you listen carefully, you can hear me not carig",test,iSarcasmEval
"Yeah, feeding children sweets before bedtime is an awesome way of getting lots of sleep",test,iSarcasmEval
"The Spanish National Ballet company rehearsing wearing masks: gasping, falling about clutching their chests unable to breathe after 2 minutes. Makes sense that you'd refuse to wear a mask in a bus for five minutes to protect others. Totally. Carry on.",test,iSarcasmEval
I just can’t wait to spend time with my family over Christmas! I just love being the only single one and the many many questions asking when will I get a boyfriend 🙄,test,iSarcasmEval
Been looking forward to today all weekend. Mondays are the best. I feel fresh and ready to start the week. SAID NO ONE EVER!!,test,iSarcasmEval
"Politics is like waves, they depend on the wind where it blows",test,iSarcasmEval
"There are a bazillion things to do in my small town of Wadsworth. One thing you can do is ride horses on the moon and sing songs with Abe Lincoln in the bar. On top of that, I recommend eating a hundred gallons of ice cream at any local ice cream shop downtown. Some of the flavors that they have are out of this world! Additionally in the winter, I like to go over to a place called kill hill next to the main highway. The hill is up extremely high, you can see the whole world from there! It has to be at least a million feet tall!",test,iSarcasmEval
Government- “all over 40’s must have booster jab by end of January!” NHS website *rubs hands together in glee* “oh yes? I think not…!” 🙄,test,iSarcasmEval
"Dry your eyes mate, they're only trousers",test,iSarcasmEval
"It makes perfect sense that the government is forcing face masks in shops, but all drunk people in bars are immune from covid apparently. Moral of story, alcohol cures everything.",test,iSarcasmEval
Really glad to learn that the police operate purely in the style of 'Minority Report'. I was worried they might start looking into crimes AFTER they happen. Phew,test,iSarcasmEval
I really haven't a clue why people think GP's aren't working when you look at all the supportive news headlines around!,test,iSarcasmEval
"Because Karen from YouTube knows more about science than, you know, actual scientists",test,iSarcasmEval
Isn't it just amazing how competent the government are. You know everything is fine when we have a trustworthy PM who doesn't blatantly lie through his teeth. Everything is so great right now!!,test,iSarcasmEval
Boris Johnson is a great leader and all his team stick to the covid rules rules,test,iSarcasmEval
Another gorgeous day in sunny Accrington!,test,iSarcasmEval
So pleased to have another December day in the office with the AC blowing. How many coats will I need today? 🥶⛄️,test,iSarcasmEval
"yeah man just walk right in. clearly you can read the sign that says ""only two patients inside at once"" when there are already four people in here cant you",test,iSarcasmEval
"do love third year uni winter break, three things to do over the holidays while we have had no due dates so far this year yet 😐",test,iSarcasmEval
"I’m heading out to snag my COVID-19 inoculation! Thanks government mandate! Super pleased to be doing my part even though the vaccines do not stop one from getting the disease, they do not stop the spread, and it leads to a life of non-stop useless boosters! Woo-hoo!",test,iSarcasmEval
You look fantastic in that new dress. It shows off your figure.,test,iSarcasmEval
"Yes, I would absolutely love to see how my favourite game company is going down the drain. I TOTALLY don't want them to pick themselves up and make better products. Not at ALL.",test,iSarcasmEval
What’s one of the best parts of parenting you ask? Putting your hand down and finding it’s wet from an unknown liquid 😩😩😩,test,iSarcasmEval
I woke this morning to another Monday of fine bright warm sunshine here in Norfolk. Just what you need to put you in the right frame of mind for the week.,test,iSarcasmEval
"Oh thank you irrelevant company 700 another christmas advert. Just what I need, another feel good marketing campaign to buy things i dont need.",test,iSarcasmEval
"Nearly a week since my tracked parcel was sent off. Still at the same Post Office I dropped it off at apparently... What excuse do you reckon they'll use if I chase it up? COVID, Black Friday, Christmas, Other? Place bets NOW!",test,iSarcasmEval
yes it makes perfect sense for harry and ginny to get together. it's not like she was the most boring person ever or anything,test,iSarcasmEval
I don't know. Why wouldn't I actually love people dying everywhere with none of the people that can help doing anything about it?????,test,iSarcasmEval
So kind of the government to introduce 900 new covid tests right before I fly to Paris x,test,iSarcasmEval
"The irony of being asked to write an ""immaginary"" sarcastic tweet with ""imaginary"" incorrectly spelled...",test,iSarcasmEval
"""Does Salah want to score today, even my grand mother could have scored that open goal!""",test,iSarcasmEval
"Michael Carricks interview after the Chelsea game, ""i thought we were unlucky not to get the 3 points today"" 3 Points, i am sure you have to start shooting to score goals to win games !!!",test,iSarcasmEval
"Oh, no, totally, don't wear a mask and cough and splutter around me. COVID'll be a fun little time..",test,iSarcasmEval
Can't wait to sit at my desk for 7 and half hours. Back working harder than me...,test,iSarcasmEval
I was waiting at the bus stop when the driver pulled up and said you waiting for a bus? I said no mate im waiting for a plane. He drove off.,test,iSarcasmEval
I swear stupid people were put on this earth to test my anger management skills,test,iSarcasmEval
You can tell ted cruz cares about Texas. He came back from Cancun to be with his fellow Texans,test,iSarcasmEval
"Absolutely love it when I stay late at work to take someones photograph, remind them twice, and then they forget and leave before I can take it 🙂",test,iSarcasmEval
"How kind of the Conservative party to cancel their Christmas get together this year, I mean they didn't have enough parties last year, did they?",test,iSarcasmEval
It's so weird how I look ugly in photos but I also look ugly in the mirror,test,iSarcasmEval
"Anthony Taylor is such a fair referee, I wish he was put in charge of more chelsea matches",test,iSarcasmEval
Wow really loving this new job I mean constantly being shouted at and barely earing a fiver an hour why did I not sign up earlier!!!,test,iSarcasmEval
i am sometimes one of the most blondest people out there its a pity my hair colour doesnt match which would make it the perfect combo haha,test,iSarcasmEval
can’t believe the covid vaccine made me lose a limb. i thought being tracked was the only side effect,test,iSarcasmEval
Really impressed with the clear and unified messages coming from the government re Omicron and socialising over xmas!!,test,iSarcasmEval
"So the Lions fans think winning one game will change anything? Sure, and I have a bridge to sell you. :)",test,iSarcasmEval
"So big BJ threw an Xmas party in lockdown while nan spent it on her own, oh well I'm sure she had a great time anyway.",test,iSarcasmEval
I enjoy being at work and can’t wait to come in everyday and see all my happy colleagues,test,iSarcasmEval
I can’t wait for Boris to wait until after Christmas to lock us down again so that I can’t go to Poland like I’ve been waiting for for half a year!,test,iSarcasmEval
"I love waking up to start work at 5am everyday. Even better when its Christmas, because there's nothing I love more than being surrounded by stressed out customers over food!",test,iSarcasmEval
"Yes, that's fine. Don't wash your hands when you come out of the gym toilets and go and touch all the weights. We're not in a Pandemic or anything...",test,iSarcasmEval
Love it when someone with no mask chooses to sit next to me on the bus...😑,test,iSarcasmEval
"Salah and Mane can’t score for the life of them today, good job we’ve got Origi and Minamino to come on and make a difference!",test,iSarcasmEval
"to all the anti-vaxxers out there, may you live every day as if it is your last... and improve the gene-pool.",test,iSarcasmEval
Tips in hospitality during the festive season make it all worth it!,test,iSarcasmEval
So you think the vaccine is a bad idea then. Glad you have that PHD in immunology!,test,iSarcasmEval
"I mean, all I teach is critical race theory bc I’m a traitor to my race",test,iSarcasmEval
I went to the best restaurant today for dinner. It was absolutely amazing. My steak was cold and the fries were rock solid. I expected my food to be mouth watering and it sure was when I had to wash each bite down with my drink.,test,iSarcasmEval
"I am sorry, I forgot, I only exist when you need something!",test,iSarcasmEval
"It would seem like Microsoft keep going through the emo stage in life. They're blue screen of death keeps turning black, started in 1999 then again in 2011 and now again in 2021",test,iSarcasmEval
"nothing like being down £20 a week - choosing between food and bills this christmas, thanks DWP! <3",test,iSarcasmEval
"Wow, can’t wait to go into ANOTHER lockdown 🙄",test,iSarcasmEval
Thanks Boris Johnson for restricting travel abroad (again) due to the new virus strain and your concern for the public health. I heard next week your banning fast food beacuse thats just as dangerous right?,test,iSarcasmEval
I have every confidence in our government’s Covid action plan this Christmas 🙄,test,iSarcasmEval
I love that we have to always pay by cash at the barbers. Sure would be a lot easier if they took card...,test,iSarcasmEval
I'm so glad that the police have decided that historical crimes are no longer of interest; there's a couple of my haircuts from the early 90s that I can now forget about...,test,iSarcasmEval
"Another great patch guys, you fully used the test server!",test,iSarcasmEval
Love it when the milk is out of date when you buy it,test,iSarcasmEval
"Aye these vaccines are dangerous to your health like. But see the charlie that you put up your nose at weekends, totally fine.",test,iSarcasmEval
Love it when I get disturbed three times in the bath to be asked where things in the house are!!,test,iSarcasmEval
"This weather is really making me want to put shorts on, flock to the beach and get the deck chair out.... Yeah right!!!",test,iSarcasmEval
"If you truly love someone, just remember this. They will dump you for someone better :)",test,iSarcasmEval
Sure you do! Doesn't everyone?! I do it everyday!!!,test,iSarcasmEval
I think we might want to worry a little more about the risks posed by the Omicron variant than fretting over a Zoom quiz that took place a year ago. Just a thought.,test,iSarcasmEval
"Sure, vaccines make no difference to Covid spread; that's why the hospitals are full of unvaccinated people. Are you able to do the maths?",test,iSarcasmEval
"Love how modern society has the same rules for everyone, regardless of your job or background. Really brings the country together!",test,iSarcasmEval
"""Do a PhD, it'll be fun and rewarding,"" said no clinically sane person. Ever. I repeat. Ever.",test,iSarcasmEval
Breaking news: Pubs and bars the latest cure for COVID.,test,iSarcasmEval
"Why does Ramish think he can stop my kitchen rennovation because of the noise? His kids are not exactly quiet or competent when they play their musical instruments, lets just say my dog makes a better sound.",test,iSarcasmEval
"McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh. 20 minutes wait, cold food and my burger looks like its been in a fight with Mike Tyson",test,iSarcasmEval
"Vaccine mandates are obviously great things for the good of the people, cause nothing bad has ever happened by forcing people into things.",test,iSarcasmEval
Oh what a surprise BBC weather says it's raining in Manchester! in Manchester!,test,iSarcasmEval
Boris johnson must host the best parties,test,iSarcasmEval
Welcome to the UK there is no money to allow the poorest people in the country to maintain £20 a week to aid living but were here to write off £4.3billion in fraud money.,test,iSarcasmEval
I live for the great British weather!,test,iSarcasmEval
It’s actually really easy to get into the mindset of a Tory. All I do is smash my head into a wall until I bleed and then slur incoherently about social mobility and England before stuffing handfuls of loose change into Tim Martin’s hands and kick a homeless person in the jaw.,test,iSarcasmEval
I really love finishing my term with an period of enforced isolation thanks to the amazing governments controls on covid in school.,test,iSarcasmEval
Politicians are so honest it melts my heart,test,iSarcasmEval
Want to guarantee that you'll never lose your job? Just become the Prime Minister and party in a national lockdown.,test,iSarcasmEval
I love a Monday morning so glad the weekends over!,test,iSarcasmEval
I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,test,iSarcasmEval
so lovely to see that the government continues to prioritise the safety of disabled people,test,iSarcasmEval
I would like to offer my complete support for the new rules as they have obviously supported the public by sticking to them at all times,test,iSarcasmEval
"I think men are better than women, they provide for us. We should thank them more often for being protectors.",test,iSarcasmEval
"You were given the option to be born into a more financially stable family at conception, but chose not to avail yourself of the opportunity provided; perhaps you should now take personal responsibility for that decision, and deal with the consequences?' 🎩",test,iSarcasmEval
"such a good morning, computer froze, update then crashed my laptop, just spilt a cup of coffee. Can the week honestly get any better than this!!",test,iSarcasmEval
So glad the christmas lockdown rules didnt apply to our poor hard working government,test,iSarcasmEval
The Prime Minister is an honest Injun as honest as midsummer's day is long,test,iSarcasmEval
"My sisters kid, when we were playing in the living room, told me that I look like ghoul due to my baggy eyes. I love children so much, they make me feel so appreciated and loved, always say the kindest things!",test,iSarcasmEval
"Don't you just love Monday mornings, they are even better when its freezing cold and you have an uncooperative child too!",test,iSarcasmEval
Nice to see the sheep getting their boosters to fully protect themselves,test,iSarcasmEval
Good to see that our rulers are trying to show that they are just like us really! *sniff*,test,iSarcasmEval
"Yes you look fantastic for your age, thank the lord for filters hey!",test,iSarcasmEval
I just love the weather in Edinburgh have to dress for every season peeing with rain this morning now beautiful blue skys!! Just love getting soaked 😤,test,iSarcasmEval
Wow I love it when rich people get stuff for free.,test,iSarcasmEval
The joys of academia; spending 2 whole weeks to be working on an application to be told in feedback that it scored strongly (but didn't get it),test,iSarcasmEval
Another jab to protect myself? More pokes I get I’ll pop,test,iSarcasmEval
I'm so glad that smart people are still refusing to wear masks in shops. Thanks to their selflessness it highlights that if we just ignore something it'll go away – don't know why we haven't all tried it.,test,iSarcasmEval
"I absolutely loveee not getting a graduation ceremony after I spent 3 years on my degree and ended up over £50,000 in debt",test,iSarcasmEval
"Wow, glad I spent my entire Christmas away from family last year.",test,iSarcasmEval
I love working in the office instead of home. I wish they did a wax melt of Bob's BO so that I could smell it at home too.,test,iSarcasmEval
I love it when my neighbours children block the drive because they can’t cook their own meals every single day!!!,test,iSarcasmEval
I love how Instagram can motivate people. I saw a post by Kim Kardashian and I was motivated to delete my account.,test,iSarcasmEval
"Really looking forward to going Christmas shopping with my anti-vax, anti-mask, global conspiracy believing sister this weekend.",test,iSarcasmEval
"I really loved the drive into work today in the dark, wet, heavy rain",test,iSarcasmEval
"Hi John, thank you SO MUCH :-) for the text last night. ordering (!) me back to work off holiday for this morning as someone else is sick. Sooooo Sorry :-( that I am in Beijing with an 8 hours time difference and couldn't make it! I'll try harder next time.........",test,iSarcasmEval
Life at the moment is fantastic. I am really enjoying the increase in restrictions due to the omincron variant and can't wait to go shopping whilst wearing a facemask.,test,iSarcasmEval
I LOVE paying so much for gas. Really feels good to help out big oil.,test,iSarcasmEval
I absolutely love it when its pouring down with rain on a Monday morning and I forget my umbrella!,test,iSarcasmEval
"Omicron: Cases are going up, run for the hills.",test,iSarcasmEval
Really impressed at human evolution - Covid has made our bodies adapt so we breathe out our chins. Darwin would be so proud.,test,iSarcasmEval
Can't wait to go for my first driving lesson today. The thought of getting into a metal death trap that kills thousands of people every year just fills me with joy!,test,iSarcasmEval
Boris Johnson is entirely trustworthy and honest and there was obviously no Christmas Party in Number 10 this time last year,test,iSarcasmEval
The contract extension with James Franklin will absolutely work out in Penn State's favor.,test,iSarcasmEval
I can't believe omicron is an anagram of no crimbo! The government designed this covid variant just in time for christmas!,test,iSarcasmEval
You on your best behaviour is me on my worst,test,iSarcasmEval
I simply love it when I get my Deliveroo and they have given me a whole different person's order! So fun!,test,iSarcasmEval
"School sends out a newsletter* So now I need a whiteboard to track ALL the school festive activities!! Mufti day - don’t forget to make a payment for this, carol concert, early school closure etc Does it ever stop!",test,iSarcasmEval
"Yes of course, Boris. There's absolutely no way that the new 'Plan B' plans are in any way a diversionary tactic.",test,iSarcasmEval
I wonder if there’s a parenting manual for schools to hand out?. Some parents could really use the guidance…,test,iSarcasmEval
I wanted to stock up on office supplies at Tesco but all I could find in the aisle was wine,test,iSarcasmEval
I think women should be able to join men's sports teams and vice versa. I really don't see any problem with for example having a 5 foot 3 inches slim women versus a 300 pound heavyweight boxer because i feel like women are very much equal to any man. Even much faster and stronger men. If anybody takes offense to my point then they need to reevaluate their lives as their are no man that could do anything better than a lady.,test,iSarcasmEval
I am just loving life in Covid times. Long may it last!,test,iSarcasmEval
Birmingham city football club are definitely getting promoted to the premier league this season!!,test,iSarcasmEval
"Disappointed at Boris, no cheese or wine visible at last nights announcement, not even a party hat in sight",test,iSarcasmEval
Biden is a great President like none other we have had,test,iSarcasmEval
"Whoever thought that making digestives smaller was a good idea, thank you ever so much!",test,iSarcasmEval
"Wow, work is just so rewarding and fulfilling right now",test,iSarcasmEval
"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",test,iSarcasmEval
Bit odd for someone to resign over a party that didn't happen *eye roll*,test,iSarcasmEval
Really really happy to be woken up at 6:30am again by the next door neighbour’s dog barking. Thanks a lot for that I appreciate it loads🤨,test,iSarcasmEval
If only we had another lockdown I'd love to be locked in my room for another 8 months,test,iSarcasmEval
It’s good to hear once again how the government are setting a great example when it comes to following their own COVID restrictions.....,test,iSarcasmEval
Everton are doing really well at the minute! Really happy with their efforts,test,iSarcasmEval
love when my boss micromanaged me (:,test,iSarcasmEval
Boris Johnson is not a clown. The conservative party is not corrupt.,test,iSarcasmEval
Weathers wonderful today! 🌂🌂🌂,test,iSarcasmEval
Really happy that the weather has stayed like this for the whole weekend,test,iSarcasmEval
"My favourite thing driving to work in the morning is how peaceful and slow everyone is. I love when people don’t know where they’re going, like they are just out for a stroll at 8:30 in the morning. It makes me so happy.",test,iSarcasmEval
"oh great, we have to wear masks and constant tests to protect our loved ones and others around us. being a human is so hard",test,iSarcasmEval
Oh yes thank you mr delivery man so much for delivering my important and fragile package by leaving it on the doorstep in the pouring rain!Very glad you didn'tring the bell or leave it in my safe place as suggested!,test,iSarcasmEval
love it when R gives me the 500th error code of the day,test,iSarcasmEval
Sooo HAPPY that my back had decided to ✨spasm✨ at the start of my week off from work. Adore walking like the old hag from Snow White 🙃,test,iSarcasmEval
"Know what's amazing? Waiting all day for a package that never arrives. Even better when you get a photo of the package at a random front door. ""Your package is now with Hermes"", oh great.",test,iSarcasmEval
Top 10 pools in my book: 1. Swimming pool 2. Paddling pool 3. Above-ground pool 4. Family pool 5. Architectural pool 6. Indoor pool 7. Lap pool 8. Olympic size pool 9. Natural pool 10. Salt water pool Sorry Liverpool you are not top 10 pools in my book 😭😭😭,test,iSarcasmEval
"When someone puts on too much perfume I would say nice perfume, how long did you let it marinate???Tt",test,iSarcasmEval
"Just finished the most wonderful 12 hour shift!! I had no breaks at all, how delightful! I absolutely LOVE standing on my feet all day long, running on 6 hours sleep. I live for this.",test,iSarcasmEval
Everybody loves Christmas! It such a great time to be jolly!,test,iSarcasmEval
So glad boris protected our nhs by having his own Christmas party,test,iSarcasmEval
The omicron variant has decided to give us all a wonderful gift for Christmas. For that one day it has chosen to not be spread between people at all. This gift will make me feel a lot better about being around loved ones who still refuse to get the vaccine or to wear a mask at the very least.,test,iSarcasmEval
Oh boy I can't wait for the next general election in which a population that has been completely screwed over by the Tories somehow manages to forget all of this and keep Boris Johnson in power! I love our smart country!,test,iSarcasmEval
So the PM has finally given his verdict on his COVID NHS stay in hospital. Don't understand why nurses would not want his pay recomendation.,test,iSarcasmEval
Wonderful human population and their caring nature to animals to continue to drink their milk and eat them day in day out!,test,iSarcasmEval
"Boy, I sure do love being constantly misgendered by my cis relatives at family gatherings 🙃",test,iSarcasmEval
"Well, at least the covid situation seems to be improving in time for christmas...",test,iSarcasmEval
Love how politicians are exempt from social distancing and all other restrictions placed on the general public,test,iSarcasmEval
If only clever people actually had the ability to be clever and not repeat everything they think they know,test,iSarcasmEval
Birds are not real and you cannot tell me otherwise.,test,iSarcasmEval
West Ham beat Chelsea? Really?? Did that really happen or did I dream it? I for o e am in shock! I never thought I would see the day!,test,iSarcasmEval
"Masks work, that's why we don't have to wear them in pubs but do in shops!",test,iSarcasmEval
Let's cut funding to social services. What could possibly go wrong,test,iSarcasmEval
"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life. Why bother?",test,iSarcasmEval
The new intel UHD gpu is so powerful! Think of all the atari and nes games we could run at 4k 30FPS! Wow!,test,iSarcasmEval
I think pigs will fly before people start pulling their fingers out at work!,test,iSarcasmEval
I see the govt has run out of lateral flow tests. What a shock.,test,iSarcasmEval
Love it when you clearly make a restaurant aware of dietary conditions and they ignore it 🥲,test,iSarcasmEval
"Ah, we really needed that vaccine booster address from Boris Johnson, and it wasn't ANYTHING to do with getting the media to report on something else other than the Downing Street Christmas parties.",test,iSarcasmEval
Having the worst time on holiday,test,iSarcasmEval
You have to love politics - all talk and no action.,test,iSarcasmEval
"Sharing is caring, I'm sure your 42 followers wouldn't have slept tonight not having this update from you⸮",test,iSarcasmEval
"So Boris Johnson has decided to join the police this morning - he looked great in the hat. I think he will make a very competent police officer, indeed!!",test,iSarcasmEval
"Climate change isn't real. How could it be with us having the most hurricanes in recorded history, deadly tornados, and wildfires 🙄",test,iSarcasmEval
"Having a really busy day, might only manage the one box set today",test,iSarcasmEval
"I've just had the BEST day ever sorting out my referencing and annotations (-,-)...zzzZZZ",test,iSarcasmEval
"Turned out nice again, I see [insert photo of flooded house]",test,iSarcasmEval
Think we should all give Bo Jo a break. How could he have POSSIBLY known about the cheese and wine party going on in his own house?,test,iSarcasmEval
I see ITV have new drama starting next week think it's about a police detective with personal problems that i'll make change then.,test,iSarcasmEval
I think Boris Johnson deserves his parties after the great job he does for the country these past few years,test,iSarcasmEval
And the police clearly have nothing better to do,test,iSarcasmEval
"I love it when women are referred to as ""girl boss"" however men are just the ""boss""!",test,iSarcasmEval
"The fact that people still don't get that you need to distance, wear a mask, and generally pay attention to your hygiene this far into a pandemic gives me great confidence in the future of humanity.",test,iSarcasmEval
